CustomerID,Age,Gender,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,ClaimsMade,CustomerSatisfactionScore,Region
5275,51,Female,Motor,12/01/2023,12/01/2026 0:00,456.36,3,7,South
5276,40,Male,Home,05/07/2022,05/07/2023 0:00,517.69,2,8,South
5277,43,Female,Home,15/10/2021,15/10/2023 0:00,982.32,3,1,South
5278,49,Male,Motor,13/11/2022,,512.68,0,4,South
5279,40,Male,Motor,03/02/2022,03/02/2024 0:00,1072.31,0,6,North
5280,38,Female,Home,26/06/2021,26/06/2022 0:00,900.72,5,10,South
5281,69,Female,Motor,19/07/2020,,1360.03,2,9,West
5282,48,Male,Motor,17/11/2020,,807.61,5,4,West
5283,69,Male,Motor,26/03/2023,26/03/2025 0:00,638.99,0,4,North
5284,22,Female,Motor,27/05/2022,27/05/2024 0:00,642.35,2,5,West
5285,58,Female,Motor,19/09/2022,,497.44,5,8,West
5286,64,Female,Motor,10/04/2023,10/04/2025 0:00,937.11,5,8,North
5287,48,Male,Motor,03/10/2019,03/10/2020 0:00,766.37,3,3,East
5288,23,Male,Home,23/03/2023,23/03/2024 0:00,931.69,5,1,West
5289,66,Male,Home,17/10/2020,17/10/2021 0:00,846.66,1,5,West
5290,48,Male,Motor,20/08/2020,20/08/2021 0:00,865.17,4,2,West
5291,47,Male,Auto,25/03/2023,25/03/2024 0:00,1475.66,3,7,East
5292,37,Female,Motor,18/06/2024,18/06/2025 0:00,317.55,0,10,South
5293,,Male,Motor,19/01/2020,19/01/2022 0:00,376.94,0,3,South
5294,41,Male,Motor,02/02/2022,,901.45,3,5,West
5295,56,Female,Home,20/12/2023,20/12/2024 0:00,1310.87,1,2,West
5296,43,Male,Motor,03/02/2024,,488.78,0,1,East
5297,26,Male,Motor,11/06/2021,,736.43,2,9,North
5298,39,Male,Motor,25/08/2023,,992.77,2,2,South
5299,21,,Motor,12/10/2019,12/10/2022 0:00,981.63,4,7,West
5300,70,Female,Motor,06/07/2024,06/07/2026 0:00,870.14,3,4,East
5301,33,Male,Auto,11/07/2020,11/07/2023 0:00,686.73,5,8,West
5302,57,Male,Motor,24/10/2021,,1380.76,4,7,West
5303,43,Male,Auto,04/12/2020,04/12/2023 0:00,1189.76,1,10,West
5304,40,Male,Motor,05/02/2020,05/02/2023 0:00,1464.03,2,8,East
5305,30,Female,Motor,01/05/2022,01/05/2024 0:00,1174.79,5,2,East
5306,50,Male,Motor,27/04/2021,27/04/2023 0:00,952.2,2,7,South
5307,48,Female,Home,30/04/2021,30/04/2022 0:00,829.56,1,1,East
5308,50,Male,Motor,30/12/2021,,934.83,3,9,North
5309,24,Female,Motor,25/04/2020,,1474.16,5,5,South
5310,32,Female,Auto,10/01/2020,10/01/2021 0:00,661.23,3,1,West
5311,33,Female,Motor,11/06/2021,11/06/2022 0:00,979.01,5,6,North
5312,42,Female,Motor,22/11/2020,,475.13,1,7,North
5313,63,,Motor,26/07/2022,,1295.17,1,8,East
5314,31,Female,Motor,22/02/2022,,1138.6,3,5,East
5315,63,Male,Motor,28/11/2021,,758.28,2,4,East
5316,25,Female,Auto,28/05/2023,28/05/2025 0:00,251.75,0,9,North
5317,66,Female,Home,10/06/2023,10/06/2025 0:00,1495.74,5,1,East
5318,65,,Home,13/05/2024,13/05/2026 0:00,409.79,2,8,North
5319,38,Female,Auto,20/05/2021,,1099.48,5,4,North
5320,57,Female,Motor,12/08/2021,12/08/2023 0:00,747.98,0,7,North
5321,57,Female,Home,12/10/2020,12/10/2023 0:00,333.47,3,5,East
5322,23,Male,Auto,11/04/2024,11/04/2027 0:00,1007.79,3,2,South
5323,49,Female,Auto,31/08/2020,31/08/2023 0:00,1072.97,0,5,East
5324,58,Female,Motor,10/06/2020,10/06/2021 0:00,814.93,1,4,South
5325,55,Female,Motor,11/06/2023,,1313.62,5,2,East
5326,58,Female,Motor,01/11/2022,,1234.71,5,7,East
5327,38,Male,Motor,02/02/2022,02/02/2024 0:00,1099.57,4,7,South
5328,60,Female,Motor,23/10/2019,23/10/2022 0:00,978.49,,,East
5329,40,Female,Motor,20/03/2022,20/03/2024 0:00,478.14,1,3,South
5330,24,Female,Auto,24/03/2023,24/03/2024 0:00,1370.1,0,9,South
5331,26,Male,Auto,19/07/2020,19/07/2022 0:00,1237.35,3,3,North
5332,44,Female,Home,02/05/2022,02/05/2024 0:00,758.44,2,1,East
5333,60,Female,Auto,09/04/2021,09/04/2024 0:00,367.64,3,10,East
5334,50,Male,Motor,11/09/2020,,1329.22,4,9,East
5335,32,,Home,01/01/2023,01/01/2025 0:00,1007.13,5,9,South
5336,28,Male,Motor,05/09/2020,,563.98,4,6,North
5337,48,Male,Motor,25/11/2019,,592.96,5,2,West
5338,49,Female,Motor,22/05/2024,,1004.92,3,2,North
5339,43,Female,Home,03/10/2019,03/10/2022 0:00,1174.3,2,9,East
5340,44,Female,Auto,01/11/2021,01/11/2022 0:00,1239.79,5,3,East
5341,37,Male,Motor,28/02/2024,28/02/2027 0:00,296.91,0,4,South
5342,59,Male,Auto,05/05/2023,05/05/2025 0:00,1469.5,3,5,East
5343,58,Male,Motor,13/12/2019,13/12/2022 0:00,1422.18,5,7,South
5344,20,Male,Motor,30/03/2021,30/03/2023 0:00,1084.51,,7,East
5345,24,Male,Home,19/01/2023,19/01/2026 0:00,580.33,1,8,West
5346,57,Female,Motor,28/05/2022,28/05/2025 0:00,1044.26,0,2,West
5347,27,Female,Motor,31/03/2022,31/03/2025 0:00,1224.88,2,3,East
5348,66,Male,Home,27/05/2023,27/05/2026 0:00,297.19,3,3,North
5349,20,Female,Home,26/07/2023,26/07/2024 0:00,1454.85,4,8,West
5350,51,Female,Home,18/10/2021,18/10/2022 0:00,900.35,1,1,North
5351,63,Male,Home,30/12/2020,30/12/2021 0:00,404.78,4,9,East
5352,18,Male,Motor,25/09/2021,25/09/2024 0:00,1369.77,3,5,West
5353,47,Female,Auto,08/10/2019,08/10/2022 0:00,704.61,5,7,West
5354,42,Male,Auto,02/01/2021,02/01/2022 0:00,557,3,10,South
5355,28,Female,Motor,17/04/2022,,679.53,1,6,East
5356,50,Male,Home,15/05/2022,15/05/2024 0:00,1011.37,2,4,North
5357,58,Female,Motor,02/08/2022,02/08/2025 0:00,442.83,1,6,North
5358,57,Female,Motor,12/02/2021,,1235.31,2,2,South
5359,50,Male,Home,08/05/2023,08/05/2024 0:00,532.41,5,,North
5360,60,Female,Home,07/04/2022,07/04/2024 0:00,343.61,1,4,West
5361,40,Male,Home,16/10/2022,16/10/2024 0:00,606.12,5,5,East
5362,48,Female,Home,09/12/2019,09/12/2021 0:00,invalid,4,8,West
5363,27,Female,Motor,09/01/2024,09/01/2027 0:00,748.11,0,1,West
5364,46,Female,Auto,15/04/2021,15/04/2024 0:00,1485.54,1,10,East
5365,52,Male,Auto,24/09/2022,24/09/2025 0:00,549.69,4,9,South
5366,21,Male,Motor,04/03/2022,04/03/2023 0:00,1344.88,3,4,West
5367,40,Male,Motor,02/05/2024,,1165.18,0,3,South
5368,29,Male,Motor,15/05/2024,,587.64,1,7,North
5369,66,Male,Motor,19/09/2022,19/09/2023 0:00,900.25,1,2,East
5370,54,Male,Auto,06/03/2024,06/03/2026 0:00,798.76,2,4,South
5371,50,Male,Motor,22/12/2019,,589.87,3,9,West
5372,20,Female,Home,09/05/2021,09/05/2024 0:00,1320.7,5,7,East
5373,67,Female,Auto,27/06/2023,27/06/2026 0:00,309.53,0,2,North
5374,23,Female,Motor,11/03/2023,,687.65,2,9,West
5375,36,Male,Home,30/04/2021,30/04/2023 0:00,1281.05,2,1,South
5376,66,Male,Motor,22/07/2023,22/07/2025 0:00,592.52,0,2,North
5377,33,Male,Auto,29/11/2019,29/11/2021 0:00,747.57,5,9,South
5378,47,Male,Motor,24/07/2023,24/07/2025 0:00,535.31,1,2,North
5379,30,Female,Motor,22/01/2024,,419.36,4,1,East
5380,51,Female,Motor,28/09/2019,,871.84,1,10,North
5381,31,Female,Auto,03/03/2020,03/03/2021 0:00,541.75,3,8,West
5382,43,Female,Motor,21/09/2021,,933.07,3,8,South
5383,38,Female,Auto,06/04/2021,06/04/2023 0:00,1055.42,4,8,South
5384,35,Male,Home,07/01/2024,07/01/2027 0:00,849.8,0,5,South
5385,43,Female,Motor,04/04/2021,04/04/2024 0:00,1300.46,1,3,East
5386,22,Male,Home,09/09/2023,,1203.63,4,3,East
5387,33,Female,Motor,06/07/2020,,980.44,3,3,East
5388,62,Female,Motor,14/05/2021,14/05/2024 0:00,1300.38,3,5,West
5389,35,Male,Motor,07/08/2023,07/08/2025 0:00,424.03,1,5,North
5390,32,Male,Home,21/02/2024,21/02/2027 0:00,732.99,2,10,East
5391,41,Male,Home,02/08/2024,02/08/2026 0:00,1438.29,4,8,East
5392,67,Female,Home,01/08/2023,01/08/2025 0:00,473.81,5,5,South
5393,21,Male,Auto,10/10/2023,10/10/2025 0:00,1412.27,3,8,West
5394,20,Female,Motor,15/03/2020,15/03/2023 0:00,480.97,4,3,East
5395,18,Female,Home,19/02/2020,19/02/2023 0:00,1392.2,1,8,North
5396,47,Male,Auto,11/07/2024,11/07/2025 0:00,280.29,5,9,North
5397,49,Male,Auto,16/03/2024,16/03/2026 0:00,1319.87,1,9,North
5398,54,Male,Motor,31/10/2023,,458.85,0,6,North
5399,31,Male,Motor,13/02/2021,13/02/2022 0:00,1089.82,2,7,West
5400,63,Female,Home,27/07/2024,27/07/2025 0:00,879.74,0,4,South
5401,68,Male,Home,16/01/2020,16/01/2022 0:00,1459.29,1,5,South
5402,48,Male,Auto,08/06/2020,08/06/2023 0:00,994.61,1,1,West
5403,35,Male,Home,03/01/2021,03/01/2022 0:00,1465.07,4,10,West
5404,43,,Auto,23/01/2021,23/01/2022 0:00,595.58,2,5,South
5405,62,Female,Auto,15/09/2022,,962.46,1,3,West
5406,36,Male,Motor,13/10/2023,,931.41,2,4,West
5407,20,Female,Home,27/01/2024,27/01/2025 0:00,1180.1,2,4,West
5408,63,Male,Auto,24/01/2020,24/01/2021 0:00,282.25,4,9,South
5409,44,Male,Auto,29/10/2021,29/10/2022 0:00,1186.92,4,8,West
5410,45,Male,Home,09/06/2022,,365.04,1,1,South
5411,64,Female,Home,12/11/2022,12/11/2025 0:00,641.36,1,1,South
5412,62,Female,Auto,11/06/2022,11/06/2024 0:00,977.7,5,7,South
5413,35,Male,Auto,19/10/2021,19/10/2023 0:00,614.02,5,10,North
5414,24,Male,Home,07/05/2024,07/05/2025 0:00,627.04,5,8,East
5415,54,Female,Motor,18/07/2021,,1164.51,5,2,East
5416,47,Male,Motor,23/11/2020,,1232.91,0,8,South
5417,44,Male,Motor,26/12/2021,,446.65,2,10,South
5418,70,Female,Auto,16/05/2023,16/05/2025 0:00,668.37,1,8,West
5419,22,Male,Auto,14/05/2021,14/05/2024 0:00,1479.01,0,2,West
5420,40,Male,Auto,19/09/2023,19/09/2024 0:00,1431.4,,6,East
5421,36,Male,Home,03/11/2019,03/11/2021 0:00,912.17,0,,West
5422,52,Female,Motor,31/03/2020,,1371.42,4,5,East
5423,56,Male,Auto,28/05/2022,28/05/2023 0:00,321.49,4,10,East
5424,69,Female,Home,18/01/2024,18/01/2025 0:00,1142.09,5,10,East
5425,23,Female,Home,01/04/2021,01/04/2022 0:00,675.48,3,10,North
5426,24,Male,Motor,07/11/2022,07/11/2024 0:00,251.47,5,2,South
5427,52,Male,Motor,14/04/2023,,534.27,5,10,North
5428,58,Female,Auto,09/06/2021,09/06/2022 0:00,1146.63,4,3,South
5429,43,Male,Motor,11/04/2021,11/04/2023 0:00,1199.83,3,10,West
5430,,Female,Auto,01/09/2021,01/09/2022 0:00,1453.84,2,3,East
5431,29,Female,Home,20/06/2020,20/06/2021 0:00,838.28,1,4,South
5432,50,Female,Motor,04/09/2023,,1167.02,2,5,North
5433,25,Female,Motor,22/10/2023,,1114.89,1,4,West
5434,66,Male,Auto,18/04/2020,18/04/2023 0:00,885.03,4,6,North
5435,63,Female,Auto,07/08/2020,07/08/2021 0:00,685.37,0,7,North
5436,59,Male,Motor,01/07/2021,,796.45,2,2,South
5437,63,Male,Motor,28/10/2022,28/10/2025 0:00,1253.7,4,8,North
5438,37,Male,Motor,10/01/2020,,1206.39,5,2,North
5439,34,Male,Motor,10/02/2024,,1289.65,5,3,East
5440,40,Male,Motor,11/11/2021,,1153.69,,6,East
5441,35,Male,Motor,22/04/2022,,1312.85,5,5,South
5442,56,Female,Home,25/05/2020,,351.03,2,4,West
5443,47,Male,Motor,18/12/2022,,790.22,1,7,East
5444,48,Male,Home,15/05/2023,15/05/2025 0:00,1237.62,0,6,North
5445,20,Male,Auto,11/02/2023,11/02/2024 0:00,461.73,0,5,South
5446,46,Male,Home,06/02/2021,06/02/2023 0:00,604.8,4,3,West
5447,22,,Motor,20/06/2022,,265.62,,6,North
5448,62,Female,Motor,24/07/2021,24/07/2024 0:00,719.87,4,2,North
5449,38,Male,Motor,06/08/2021,06/08/2023 0:00,280.14,1,1,West
5450,46,Female,Auto,03/08/2021,03/08/2023 0:00,755.36,0,1,East
5451,25,Female,Motor,28/08/2020,28/08/2021 0:00,670.31,2,9,West
5452,39,Male,Motor,30/07/2020,30/07/2021 0:00,414.41,5,2,West
5453,53,Female,Motor,03/10/2023,,1352.1,5,1,North
5454,64,Female,Auto,26/07/2024,26/07/2026 0:00,1316.06,0,,South
5455,62,Male,Motor,12/10/2022,,549.15,5,7,West
5456,61,Female,Motor,16/01/2020,16/01/2022 0:00,533.49,,3,North
5457,58,Female,Motor,07/12/2022,07/12/2025 0:00,406.18,1,2,South
5458,22,Female,Motor,29/11/2023,29/11/2026 0:00,633.33,0,6,South
5459,20,Male,Auto,19/12/2019,19/12/2022 0:00,1414.94,0,9,South
5460,23,Male,Motor,25/09/2021,25/09/2023 0:00,1425.16,3,7,North
5461,42,Male,Auto,02/02/2021,02/02/2022 0:00,1234.53,1,8,West
5462,64,Male,Home,04/03/2022,04/03/2023 0:00,1450.17,5,10,East
5463,61,Male,Auto,06/11/2021,06/11/2023 0:00,571.79,2,3,East
5464,62,Female,Auto,20/12/2019,20/12/2022 0:00,1294.99,2,,East
5465,61,Female,Motor,11/02/2021,,1126.34,4,10,North
5466,49,Male,Motor,31/01/2022,,602.72,3,3,East
5467,31,Female,Auto,14/03/2021,14/03/2024 0:00,580.3,5,5,East
5468,28,Male,Motor,28/01/2022,28/01/2024 0:00,833.3,5,10,East
5469,24,Male,Home,21/04/2022,21/04/2025 0:00,1049.13,0,4,West
5470,25,Male,Auto,15/04/2024,15/04/2025 0:00,412.89,1,6,East
5471,55,Female,Auto,20/04/2020,20/04/2021 0:00,257.54,0,6,North
5472,35,Male,Motor,14/06/2021,14/06/2022 0:00,910.06,2,5,East
5473,55,Male,Motor,18/03/2024,18/03/2027 0:00,375.08,4,2,East
5474,63,Female,Motor,07/12/2022,07/12/2023 0:00,526.58,3,9,South
5475,56,Female,Motor,16/12/2023,,314.34,3,8,North
5476,35,Female,Auto,06/07/2020,06/07/2022 0:00,306.68,0,7,West
5477,47,Female,Motor,01/10/2023,,1319.96,3,1,East
5478,48,Female,Home,14/06/2021,14/06/2023 0:00,1142.2,3,5,North
5479,35,Male,Motor,22/04/2020,,910.81,3,1,West
5480,25,Female,Home,12/03/2024,12/03/2026 0:00,833.95,0,,West
5481,62,Female,Motor,03/12/2020,03/12/2023 0:00,1042.77,4,9,East
5482,48,Female,Motor,28/11/2020,,749.51,4,1,South
5483,66,,Motor,10/10/2021,,874.86,3,10,South
5484,29,Female,Motor,21/04/2024,21/04/2026 0:00,638.35,4,10,South
5485,32,Female,Auto,21/04/2024,21/04/2026 0:00,613.93,1,6,East
5486,46,Female,Motor,02/02/2020,,825.26,5,3,North
5487,69,Female,Auto,24/04/2021,24/04/2022 0:00,1288.55,2,9,South
5488,47,Female,Motor,03/11/2019,03/11/2022 0:00,950.95,5,3,East
5489,57,Female,Motor,22/12/2020,,294.65,1,1,North
5490,59,,Auto,24/06/2022,24/06/2023 0:00,1045.79,4,7,East
5491,18,Female,Auto,14/10/2022,14/10/2024 0:00,1213.39,5,8,East
5492,66,Male,Auto,01/08/2020,01/08/2023 0:00,1295.33,2,2,South
5493,34,Female,Home,01/06/2021,01/06/2024 0:00,574.43,1,4,West
5494,32,Male,Home,03/03/2020,03/03/2021 0:00,1347.06,3,2,East
5495,47,Male,Home,03/12/2022,03/12/2023 0:00,828.19,4,4,South
5496,36,Female,Motor,02/10/2021,02/10/2024 0:00,1169.8,5,6,South
5497,42,Male,Home,02/01/2020,02/01/2021 0:00,1248.74,3,8,West
5498,18,Male,Auto,06/03/2023,06/03/2024 0:00,1239.3,5,9,North
5499,29,Female,Motor,27/11/2022,27/11/2024 0:00,290.31,2,10,East
5500,51,Male,Motor,13/08/2022,,403.62,2,5,North
5501,41,Male,Motor,06/11/2020,06/11/2022 0:00,1406.15,2,2,South
5502,35,Female,Motor,04/02/2024,,716.31,5,6,South
5503,68,Male,Motor,17/04/2021,17/04/2024 0:00,664.46,3,8,West
5504,41,Female,Home,02/08/2021,02/08/2023 0:00,629.79,4,7,South
5505,69,Female,Motor,26/04/2021,26/04/2023 0:00,310.28,4,5,East
5506,29,Female,Auto,29/02/2024,28/02/2027 0:00,1219.84,5,6,South
5507,61,Male,Motor,10/06/2023,10/06/2024 0:00,1054.23,5,8,West
5508,19,Female,Motor,12/09/2020,12/09/2022 0:00,893.55,0,10,East
5509,39,Male,Motor,17/12/2019,17/12/2021 0:00,405.09,0,9,North
5510,38,Female,Motor,18/11/2020,,552.66,2,6,East
5511,56,Male,Auto,30/09/2019,30/09/2022 0:00,567.83,0,10,East
5512,49,Female,Auto,17/04/2023,17/04/2026 0:00,811.55,0,9,North
5513,64,Male,Auto,25/02/2024,25/02/2027 0:00,901.6,3,9,West
5514,52,Male,Auto,01/04/2022,01/04/2023 0:00,947.57,3,10,South
5515,45,Female,Auto,11/05/2022,11/05/2023 0:00,527.86,4,4,North
5516,26,Female,Auto,04/10/2020,04/10/2021 0:00,400.86,3,9,North
5517,19,Male,Home,08/03/2023,08/03/2025 0:00,874.87,4,2,North
5518,50,Female,Motor,01/05/2024,,324.33,5,5,East
5519,70,Female,Home,07/06/2023,07/06/2026 0:00,946.31,4,3,South
5520,59,Male,Auto,11/09/2023,11/09/2025 0:00,483.95,3,9,East
5521,54,Male,Motor,08/06/2023,08/06/2025 0:00,673.56,3,2,North
5522,44,Male,Auto,20/11/2023,20/11/2026 0:00,1446.72,5,8,North
5523,49,,Motor,22/05/2020,22/05/2023 0:00,618.57,0,3,North
5524,70,Female,Motor,19/12/2022,,550.63,0,5,West
5525,40,Female,Home,08/01/2023,08/01/2026 0:00,1130.83,1,2,West
5526,28,Male,Home,17/10/2023,17/10/2026 0:00,654.93,0,7,South
5527,64,Male,Home,28/06/2022,28/06/2023 0:00,1479.54,,7,South
5528,41,Male,Motor,02/07/2021,02/07/2024 0:00,637.21,1,8,North
5529,67,Female,Motor,10/02/2022,10/02/2025 0:00,1048.95,5,8,East
5530,40,Female,Auto,15/02/2022,15/02/2025 0:00,450.14,3,4,South
5531,63,Male,Motor,30/10/2023,30/10/2024 0:00,441.17,3,5,West
5532,33,Female,Home,21/09/2023,21/09/2026 0:00,643.14,2,3,South
5533,29,Female,Auto,01/06/2020,01/06/2023 0:00,339.42,5,7,North
5534,40,Male,Motor,05/10/2021,05/10/2024 0:00,568.56,2,5,North
5535,64,Male,Auto,29/10/2022,29/10/2023 0:00,1453.12,4,8,North
5536,52,Female,Motor,27/04/2021,,499.13,5,6,South
5537,56,Female,Auto,12/09/2022,12/09/2025 0:00,1350.96,0,8,East
5538,54,Male,Motor,28/02/2022,,930.04,5,9,North
5539,48,Female,Auto,24/09/2019,24/09/2020 0:00,587.79,0,6,North
5540,37,Female,Auto,05/10/2019,05/10/2022 0:00,1324.87,5,8,South
5541,34,Female,Motor,27/05/2021,27/05/2024 0:00,674.96,4,7,South
5542,,Male,Motor,25/01/2023,25/01/2026 0:00,1155.91,4,9,West
5543,53,Male,Motor,14/02/2024,14/02/2026 0:00,730.61,3,1,East
5544,52,Male,Auto,25/02/2022,25/02/2023 0:00,1177.5,4,3,East
5545,51,Female,Motor,11/04/2020,11/04/2021 0:00,581.03,5,2,North
5546,19,Female,Motor,05/11/2021,05/11/2024 0:00,536.8,2,3,North
5547,56,Female,Home,10/11/2020,10/11/2021 0:00,1091.06,1,4,West
5548,54,Male,Home,24/01/2022,24/01/2023 0:00,843.43,0,8,East
5549,70,Male,Motor,24/10/2020,,984.49,1,8,North
5550,56,Male,Motor,07/05/2020,07/05/2022 0:00,1161.6,4,5,North
5551,39,Female,Motor,21/05/2023,21/05/2024 0:00,1196.78,1,9,East
5552,36,Female,Motor,11/03/2020,,326.07,2,10,West
5553,59,Female,Unknown,07/08/2023,07/08/2026 0:00,1452.24,5,9,South
5554,42,Female,Motor,11/10/2020,11/10/2022 0:00,1091.16,4,2,South
5555,23,Male,Motor,12/01/2024,12/01/2026 0:00,739.54,1,3,East
5556,68,Male,Home,09/03/2021,09/03/2023 0:00,1446.71,3,7,North
5557,18,Male,Motor,23/01/2022,,315.81,5,3,East
5558,57,Female,Auto,04/02/2020,04/02/2021 0:00,539.97,1,9,East
5559,69,Female,Auto,15/08/2024,15/08/2027 0:00,1166.88,2,3,South
5560,55,Male,Motor,18/06/2023,,1305.18,0,6,South
5561,26,Female,Motor,15/10/2019,,1091.57,3,1,South
5562,65,Male,Auto,05/09/2023,05/09/2026 0:00,887.07,4,4,South
5563,30,Female,Home,15/07/2022,15/07/2024 0:00,613.9,5,9,South
5564,37,Female,Motor,02/09/2023,,1479.52,,7,South
5565,22,Female,Motor,16/05/2023,,440.77,4,1,West
5566,43,Male,Auto,09/02/2021,09/02/2022 0:00,1493.66,,4,East
5567,58,Female,Auto,19/05/2021,19/05/2023 0:00,1193.71,4,9,North
5568,53,Female,Motor,28/11/2020,28/11/2023 0:00,810.39,0,4,South
5569,33,Female,Auto,05/07/2022,05/07/2023 0:00,708.89,5,10,North
5570,60,Female,Motor,02/04/2021,02/04/2022 0:00,383.51,4,8,West
5571,19,Male,Auto,12/04/2023,12/04/2026 0:00,812.75,5,2,South
5572,33,Male,Motor,18/09/2020,18/09/2023 0:00,1369.24,5,6,West
5573,28,Male,Home,07/05/2021,07/05/2022 0:00,1197.47,5,5,West
5574,40,Female,Motor,15/08/2021,,1161.74,2,7,East
5575,20,Female,Motor,30/06/2021,,601.03,5,6,East
5576,59,Female,Auto,27/02/2021,27/02/2024 0:00,900.1,4,7,West
5577,57,Male,Motor,20/08/2022,,875.21,5,9,West
5578,37,,Home,23/03/2020,23/03/2022 0:00,365.67,0,10,East
5579,,,Motor,05/05/2022,05/05/2024 0:00,598.13,4,10,North
5580,29,Male,Home,13/11/2021,13/11/2023 0:00,1161.04,0,1,West
5581,25,Female,Motor,10/12/2022,,1423.11,0,4,North
5582,29,Female,Auto,25/10/2022,25/10/2023 0:00,1257.88,5,9,North
5583,33,Female,Home,18/08/2021,18/08/2022 0:00,1011.14,2,8,East
5584,53,Female,Auto,18/09/2024,18/09/2026 0:00,1161.46,2,10,South
5585,46,Female,Motor,23/06/2022,,1197.46,0,10,West
5586,42,Male,Motor,03/04/2020,03/04/2021 0:00,799.32,3,1,East
5587,53,Female,Home,07/08/2021,07/08/2023 0:00,697.95,3,2,West
5588,70,Female,Motor,30/08/2020,,1129.1,2,7,East
5589,69,Female,Auto,17/03/2023,17/03/2026 0:00,1215.45,5,2,West
5590,28,Male,Motor,09/06/2024,,706.71,1,2,West
5591,50,Male,Motor,11/12/2022,11/12/2024 0:00,375.56,0,7,South
5592,40,Male,Home,19/09/2022,19/09/2023 0:00,666.05,3,4,North
5593,66,Female,Home,22/08/2021,22/08/2024 0:00,1388.24,1,8,East
5594,37,Male,Motor,03/08/2021,,1498.4,4,4,East
5595,25,Male,Motor,19/02/2020,19/02/2023 0:00,349.33,5,2,West
5596,38,Male,Motor,20/03/2020,20/03/2021 0:00,453.71,4,7,North
5597,59,Male,Auto,17/11/2023,17/11/2024 0:00,803.11,0,6,West
5598,67,Male,Motor,19/09/2022,19/09/2024 0:00,439.34,0,8,North
5599,69,Male,Motor,27/08/2021,,1140.34,5,6,South
5600,54,Female,Motor,04/06/2022,,1343.19,2,2,North
5601,63,Male,Motor,15/02/2021,15/02/2022 0:00,351.11,2,5,South
5602,51,Male,Motor,05/04/2023,05/04/2025 0:00,348.7,5,9,South
5603,67,Female,Motor,20/05/2023,20/05/2024 0:00,947.19,1,1,North
5604,68,Male,Home,28/05/2022,28/05/2024 0:00,1229.22,5,6,West
5605,30,Male,Auto,19/03/2023,19/03/2024 0:00,599,5,4,North
5606,26,Female,Motor,13/05/2023,13/05/2026 0:00,635.48,3,7,West
5607,22,Female,Motor,13/05/2023,13/05/2024 0:00,381.77,4,5,South
5608,21,Female,Auto,28/09/2020,28/09/2023 0:00,625.66,1,5,West
5609,46,Female,Motor,10/10/2023,,1007.35,0,3,North
5610,37,Male,Auto,20/06/2020,20/06/2023 0:00,896.21,4,2,South
5611,62,Female,Auto,11/09/2021,11/09/2023 0:00,527.29,3,5,West
5612,68,Male,Unknown,27/11/2020,27/11/2021 0:00,1170.38,5,5,South
5613,29,Female,Motor,25/11/2022,25/11/2025 0:00,1355.38,5,6,South
5614,48,Female,Motor,28/02/2024,28/02/2025 0:00,1421.87,0,10,East
5615,29,Female,Motor,06/01/2024,,1256.99,2,6,East
5616,70,Female,Motor,08/09/2020,08/09/2022 0:00,1113.97,5,1,South
5617,26,Female,Auto,22/03/2023,22/03/2024 0:00,796.36,1,8,South
5618,28,Female,Motor,12/05/2023,,1008.61,3,3,West
5619,40,Male,Auto,11/08/2020,11/08/2023 0:00,879.79,5,8,North
5620,69,Female,Home,16/09/2022,16/09/2023 0:00,997.78,0,7,West
5621,33,Female,Home,17/05/2023,17/05/2024 0:00,484.51,5,5,West
5622,46,Female,Home,14/07/2022,14/07/2024 0:00,893.43,1,2,West
5623,39,Female,Home,01/09/2022,01/09/2023 0:00,599.94,0,3,North
5624,23,Female,Motor,01/06/2023,,948.61,0,6,East
5625,45,Female,Motor,11/11/2020,11/11/2022 0:00,984.2,4,6,West
5626,36,Female,Motor,10/09/2023,10/09/2025 0:00,1382.23,5,6,East
5627,44,Female,Home,01/02/2023,01/02/2026 0:00,540.54,0,8,North
5628,43,Female,Home,02/12/2023,02/12/2026 0:00,720.66,0,10,East
5629,63,Female,Auto,14/12/2023,14/12/2025 0:00,505.45,2,9,West
5630,70,Male,Motor,06/08/2024,,invalid,2,4,West
5631,70,Male,Home,05/09/2022,05/09/2025 0:00,1000.79,4,9,East
5632,56,Female,Motor,10/09/2021,10/09/2022 0:00,1274.98,0,4,North
5633,23,Male,Home,30/10/2023,30/10/2025 0:00,1136,,8,North
5634,33,Male,Auto,08/02/2024,08/02/2025 0:00,857.34,4,6,South
5635,29,Female,Home,09/08/2022,09/08/2024 0:00,1130.9,3,9,South
5636,57,Male,Motor,02/05/2024,,573.55,,7,South
5637,54,Male,Home,05/05/2022,05/05/2025 0:00,1467.49,1,4,South
5638,42,Male,Home,03/07/2022,03/07/2023 0:00,1130.98,3,9,South
5639,34,Female,Motor,23/04/2020,,1470.52,2,8,North
5640,37,Female,Auto,11/10/2022,11/10/2024 0:00,1281.42,5,1,South
5641,43,Female,Motor,24/09/2023,24/09/2024 0:00,1034.12,5,8,South
5642,38,Male,Auto,28/06/2023,28/06/2026 0:00,1244.83,2,,North
5643,,Male,Motor,19/05/2024,19/05/2025 0:00,1245.83,0,4,East
5644,37,Male,Motor,04/02/2023,,416.19,5,9,South
5645,31,Female,Auto,20/05/2020,20/05/2021 0:00,802.66,4,6,North
