Date,DateKey,Year,Month,MonthName,MonthShort,Day,DayOfWeekNum,DayName,IsWeekend,Quarter,QuarterName,WeekOfYear,FiscalYear,FiscalYearLabel,FiscalMonthNum,FiscalQuarter
2025-01-26,20250126,2025,1,January,Jan,26,6,Sunday,True,1,Q1,4,2024,FY24-25,10,4
2025-01-27,20250127,2025,1,January,Jan,27,0,Monday,False,1,Q1,5,2024,FY24-25,10,4
2025-01-28,20250128,2025,1,January,Jan,28,1,Tuesday,False,1,Q1,5,2024,FY24-25,10,4
2025-01-29,20250129,2025,1,January,Jan,29,2,Wednesday,False,1,Q1,5,2024,FY24-25,10,4
2025-01-30,20250130,2025,1,January,Jan,30,3,Thursday,False,1,Q1,5,2024,FY24-25,10,4
2025-01-31,20250131,2025,1,January,Jan,31,4,Friday,False,1,Q1,5,2024,FY24-25,10,4
2025-02-01,20250201,2025,2,February,Feb,1,5,Saturday,True,1,Q1,5,2024,FY24-25,11,4
2025-02-02,20250202,2025,2,February,Feb,2,6,Sunday,True,1,Q1,5,2024,FY24-25,11,4
2025-02-03,20250203,2025,2,February,Feb,3,0,Monday,False,1,Q1,6,2024,FY24-25,11,4
2025-02-04,20250204,2025,2,February,Feb,4,1,Tuesday,False,1,Q1,6,2024,FY24-25,11,4
2025-02-05,20250205,2025,2,February,Feb,5,2,Wednesday,False,1,Q1,6,2024,FY24-25,11,4
2025-02-06,20250206,2025,2,February,Feb,6,3,Thursday,False,1,Q1,6,2024,FY24-25,11,4
2025-02-07,20250207,2025,2,February,Feb,7,4,Friday,False,1,Q1,6,2024,FY24-25,11,4
2025-02-08,20250208,2025,2,February,Feb,8,5,Saturday,True,1,Q1,6,2024,FY24-25,11,4
2025-02-09,20250209,2025,2,February,Feb,9,6,Sunday,True,1,Q1,6,2024,FY24-25,11,4
2025-02-10,20250210,2025,2,February,Feb,10,0,Monday,False,1,Q1,7,2024,FY24-25,11,4
2025-02-11,20250211,2025,2,February,Feb,11,1,Tuesday,False,1,Q1,7,2024,FY24-25,11,4
2025-02-12,20250212,2025,2,February,Feb,12,2,Wednesday,False,1,Q1,7,2024,FY24-25,11,4
2025-02-13,20250213,2025,2,February,Feb,13,3,Thursday,False,1,Q1,7,2024,FY24-25,11,4
2025-02-14,20250214,2025,2,February,Feb,14,4,Friday,False,1,Q1,7,2024,FY24-25,11,4
2025-02-15,20250215,2025,2,February,Feb,15,5,Saturday,True,1,Q1,7,2024,FY24-25,11,4
2025-02-16,20250216,2025,2,February,Feb,16,6,Sunday,True,1,Q1,7,2024,FY24-25,11,4
2025-02-17,20250217,2025,2,February,Feb,17,0,Monday,False,1,Q1,8,2024,FY24-25,11,4
2025-02-18,20250218,2025,2,February,Feb,18,1,Tuesday,False,1,Q1,8,2024,FY24-25,11,4
2025-02-19,20250219,2025,2,February,Feb,19,2,Wednesday,False,1,Q1,8,2024,FY24-25,11,4
2025-02-20,20250220,2025,2,February,Feb,20,3,Thursday,False,1,Q1,8,2024,FY24-25,11,4
2025-02-21,20250221,2025,2,February,Feb,21,4,Friday,False,1,Q1,8,2024,FY24-25,11,4
2025-02-22,20250222,2025,2,February,Feb,22,5,Saturday,True,1,Q1,8,2024,FY24-25,11,4
2025-02-23,20250223,2025,2,February,Feb,23,6,Sunday,True,1,Q1,8,2024,FY24-25,11,4
2025-02-24,20250224,2025,2,February,Feb,24,0,Monday,False,1,Q1,9,2024,FY24-25,11,4
2025-02-25,20250225,2025,2,February,Feb,25,1,Tuesday,False,1,Q1,9,2024,FY24-25,11,4
2025-02-26,20250226,2025,2,February,Feb,26,2,Wednesday,False,1,Q1,9,2024,FY24-25,11,4
2025-02-27,20250227,2025,2,February,Feb,27,3,Thursday,False,1,Q1,9,2024,FY24-25,11,4
2025-02-28,20250228,2025,2,February,Feb,28,4,Friday,False,1,Q1,9,2024,FY24-25,11,4
2025-03-01,20250301,2025,3,March,Mar,1,5,Saturday,True,1,Q1,9,2024,FY24-25,12,4
2025-03-02,20250302,2025,3,March,Mar,2,6,Sunday,True,1,Q1,9,2024,FY24-25,12,4
2025-03-03,20250303,2025,3,March,Mar,3,0,Monday,False,1,Q1,10,2024,FY24-25,12,4
2025-03-04,20250304,2025,3,March,Mar,4,1,Tuesday,False,1,Q1,10,2024,FY24-25,12,4
2025-03-05,20250305,2025,3,March,Mar,5,2,Wednesday,False,1,Q1,10,2024,FY24-25,12,4
2025-03-06,20250306,2025,3,March,Mar,6,3,Thursday,False,1,Q1,10,2024,FY24-25,12,4
2025-03-07,20250307,2025,3,March,Mar,7,4,Friday,False,1,Q1,10,2024,FY24-25,12,4
2025-03-08,20250308,2025,3,March,Mar,8,5,Saturday,True,1,Q1,10,2024,FY24-25,12,4
2025-03-09,20250309,2025,3,March,Mar,9,6,Sunday,True,1,Q1,10,2024,FY24-25,12,4
2025-03-10,20250310,2025,3,March,Mar,10,0,Monday,False,1,Q1,11,2024,FY24-25,12,4
2025-03-11,20250311,2025,3,March,Mar,11,1,Tuesday,False,1,Q1,11,2024,FY24-25,12,4
2025-03-12,20250312,2025,3,March,Mar,12,2,Wednesday,False,1,Q1,11,2024,FY24-25,12,4
2025-03-13,20250313,2025,3,March,Mar,13,3,Thursday,False,1,Q1,11,2024,FY24-25,12,4
2025-03-14,20250314,2025,3,March,Mar,14,4,Friday,False,1,Q1,11,2024,FY24-25,12,4
2025-03-15,20250315,2025,3,March,Mar,15,5,Saturday,True,1,Q1,11,2024,FY24-25,12,4
2025-03-16,20250316,2025,3,March,Mar,16,6,Sunday,True,1,Q1,11,2024,FY24-25,12,4
2025-03-17,20250317,2025,3,March,Mar,17,0,Monday,False,1,Q1,12,2024,FY24-25,12,4
2025-03-18,20250318,2025,3,March,Mar,18,1,Tuesday,False,1,Q1,12,2024,FY24-25,12,4
2025-03-19,20250319,2025,3,March,Mar,19,2,Wednesday,False,1,Q1,12,2024,FY24-25,12,4
2025-03-20,20250320,2025,3,March,Mar,20,3,Thursday,False,1,Q1,12,2024,FY24-25,12,4
2025-03-21,20250321,2025,3,March,Mar,21,4,Friday,False,1,Q1,12,2024,FY24-25,12,4
2025-03-22,20250322,2025,3,March,Mar,22,5,Saturday,True,1,Q1,12,2024,FY24-25,12,4
2025-03-23,20250323,2025,3,March,Mar,23,6,Sunday,True,1,Q1,12,2024,FY24-25,12,4
2025-03-24,20250324,2025,3,March,Mar,24,0,Monday,False,1,Q1,13,2024,FY24-25,12,4
2025-03-25,20250325,2025,3,March,Mar,25,1,Tuesday,False,1,Q1,13,2024,FY24-25,12,4
2025-03-26,20250326,2025,3,March,Mar,26,2,Wednesday,False,1,Q1,13,2024,FY24-25,12,4
2025-03-27,20250327,2025,3,March,Mar,27,3,Thursday,False,1,Q1,13,2024,FY24-25,12,4
2025-03-28,20250328,2025,3,March,Mar,28,4,Friday,False,1,Q1,13,2024,FY24-25,12,4
2025-03-29,20250329,2025,3,March,Mar,29,5,Saturday,True,1,Q1,13,2024,FY24-25,12,4
2025-03-30,20250330,2025,3,March,Mar,30,6,Sunday,True,1,Q1,13,2024,FY24-25,12,4
2025-03-31,20250331,2025,3,March,Mar,31,0,Monday,False,1,Q1,14,2024,FY24-25,12,4
2025-04-01,20250401,2025,4,April,Apr,1,1,Tuesday,False,2,Q2,14,2025,FY25-26,1,1
2025-04-02,20250402,2025,4,April,Apr,2,2,Wednesday,False,2,Q2,14,2025,FY25-26,1,1
2025-04-03,20250403,2025,4,April,Apr,3,3,Thursday,False,2,Q2,14,2025,FY25-26,1,1
2025-04-04,20250404,2025,4,April,Apr,4,4,Friday,False,2,Q2,14,2025,FY25-26,1,1
2025-04-05,20250405,2025,4,April,Apr,5,5,Saturday,True,2,Q2,14,2025,FY25-26,1,1
2025-04-06,20250406,2025,4,April,Apr,6,6,Sunday,True,2,Q2,14,2025,FY25-26,1,1
2025-04-07,20250407,2025,4,April,Apr,7,0,Monday,False,2,Q2,15,2025,FY25-26,1,1
2025-04-08,20250408,2025,4,April,Apr,8,1,Tuesday,False,2,Q2,15,2025,FY25-26,1,1
2025-04-09,20250409,2025,4,April,Apr,9,2,Wednesday,False,2,Q2,15,2025,FY25-26,1,1
2025-04-10,20250410,2025,4,April,Apr,10,3,Thursday,False,2,Q2,15,2025,FY25-26,1,1
2025-04-11,20250411,2025,4,April,Apr,11,4,Friday,False,2,Q2,15,2025,FY25-26,1,1
2025-04-12,20250412,2025,4,April,Apr,12,5,Saturday,True,2,Q2,15,2025,FY25-26,1,1
2025-04-13,20250413,2025,4,April,Apr,13,6,Sunday,True,2,Q2,15,2025,FY25-26,1,1
2025-04-14,20250414,2025,4,April,Apr,14,0,Monday,False,2,Q2,16,2025,FY25-26,1,1
2025-04-15,20250415,2025,4,April,Apr,15,1,Tuesday,False,2,Q2,16,2025,FY25-26,1,1
2025-04-16,20250416,2025,4,April,Apr,16,2,Wednesday,False,2,Q2,16,2025,FY25-26,1,1
2025-04-17,20250417,2025,4,April,Apr,17,3,Thursday,False,2,Q2,16,2025,FY25-26,1,1
2025-04-18,20250418,2025,4,April,Apr,18,4,Friday,False,2,Q2,16,2025,FY25-26,1,1
2025-04-19,20250419,2025,4,April,Apr,19,5,Saturday,True,2,Q2,16,2025,FY25-26,1,1
2025-04-20,20250420,2025,4,April,Apr,20,6,Sunday,True,2,Q2,16,2025,FY25-26,1,1
2025-04-21,20250421,2025,4,April,Apr,21,0,Monday,False,2,Q2,17,2025,FY25-26,1,1
2025-04-22,20250422,2025,4,April,Apr,22,1,Tuesday,False,2,Q2,17,2025,FY25-26,1,1
2025-04-23,20250423,2025,4,April,Apr,23,2,Wednesday,False,2,Q2,17,2025,FY25-26,1,1
2025-04-24,20250424,2025,4,April,Apr,24,3,Thursday,False,2,Q2,17,2025,FY25-26,1,1
2025-04-25,20250425,2025,4,April,Apr,25,4,Friday,False,2,Q2,17,2025,FY25-26,1,1
2025-04-26,20250426,2025,4,April,Apr,26,5,Saturday,True,2,Q2,17,2025,FY25-26,1,1
2025-04-27,20250427,2025,4,April,Apr,27,6,Sunday,True,2,Q2,17,2025,FY25-26,1,1
2025-04-28,20250428,2025,4,April,Apr,28,0,Monday,False,2,Q2,18,2025,FY25-26,1,1
2025-04-29,20250429,2025,4,April,Apr,29,1,Tuesday,False,2,Q2,18,2025,FY25-26,1,1
2025-04-30,20250430,2025,4,April,Apr,30,2,Wednesday,False,2,Q2,18,2025,FY25-26,1,1
2025-05-01,20250501,2025,5,May,May,1,3,Thursday,False,2,Q2,18,2025,FY25-26,2,1
2025-05-02,20250502,2025,5,May,May,2,4,Friday,False,2,Q2,18,2025,FY25-26,2,1
2025-05-03,20250503,2025,5,May,May,3,5,Saturday,True,2,Q2,18,2025,FY25-26,2,1
2025-05-04,20250504,2025,5,May,May,4,6,Sunday,True,2,Q2,18,2025,FY25-26,2,1
2025-05-05,20250505,2025,5,May,May,5,0,Monday,False,2,Q2,19,2025,FY25-26,2,1
2025-05-06,20250506,2025,5,May,May,6,1,Tuesday,False,2,Q2,19,2025,FY25-26,2,1
2025-05-07,20250507,2025,5,May,May,7,2,Wednesday,False,2,Q2,19,2025,FY25-26,2,1
2025-05-08,20250508,2025,5,May,May,8,3,Thursday,False,2,Q2,19,2025,FY25-26,2,1
2025-05-09,20250509,2025,5,May,May,9,4,Friday,False,2,Q2,19,2025,FY25-26,2,1
2025-05-10,20250510,2025,5,May,May,10,5,Saturday,True,2,Q2,19,2025,FY25-26,2,1
2025-05-11,20250511,2025,5,May,May,11,6,Sunday,True,2,Q2,19,2025,FY25-26,2,1
2025-05-12,20250512,2025,5,May,May,12,0,Monday,False,2,Q2,20,2025,FY25-26,2,1
2025-05-13,20250513,2025,5,May,May,13,1,Tuesday,False,2,Q2,20,2025,FY25-26,2,1
2025-05-14,20250514,2025,5,May,May,14,2,Wednesday,False,2,Q2,20,2025,FY25-26,2,1
2025-05-15,20250515,2025,5,May,May,15,3,Thursday,False,2,Q2,20,2025,FY25-26,2,1
2025-05-16,20250516,2025,5,May,May,16,4,Friday,False,2,Q2,20,2025,FY25-26,2,1
2025-05-17,20250517,2025,5,May,May,17,5,Saturday,True,2,Q2,20,2025,FY25-26,2,1
2025-05-18,20250518,2025,5,May,May,18,6,Sunday,True,2,Q2,20,2025,FY25-26,2,1
2025-05-19,20250519,2025,5,May,May,19,0,Monday,False,2,Q2,21,2025,FY25-26,2,1
2025-05-20,20250520,2025,5,May,May,20,1,Tuesday,False,2,Q2,21,2025,FY25-26,2,1
2025-05-21,20250521,2025,5,May,May,21,2,Wednesday,False,2,Q2,21,2025,FY25-26,2,1
2025-05-22,20250522,2025,5,May,May,22,3,Thursday,False,2,Q2,21,2025,FY25-26,2,1
2025-05-23,20250523,2025,5,May,May,23,4,Friday,False,2,Q2,21,2025,FY25-26,2,1
2025-05-24,20250524,2025,5,May,May,24,5,Saturday,True,2,Q2,21,2025,FY25-26,2,1
2025-05-25,20250525,2025,5,May,May,25,6,Sunday,True,2,Q2,21,2025,FY25-26,2,1
2025-05-26,20250526,2025,5,May,May,26,0,Monday,False,2,Q2,22,2025,FY25-26,2,1
2025-05-27,20250527,2025,5,May,May,27,1,Tuesday,False,2,Q2,22,2025,FY25-26,2,1
2025-05-28,20250528,2025,5,May,May,28,2,Wednesday,False,2,Q2,22,2025,FY25-26,2,1
2025-05-29,20250529,2025,5,May,May,29,3,Thursday,False,2,Q2,22,2025,FY25-26,2,1
2025-05-30,20250530,2025,5,May,May,30,4,Friday,False,2,Q2,22,2025,FY25-26,2,1
2025-05-31,20250531,2025,5,May,May,31,5,Saturday,True,2,Q2,22,2025,FY25-26,2,1
2025-06-01,20250601,2025,6,June,Jun,1,6,Sunday,True,2,Q2,22,2025,FY25-26,3,1
2025-06-02,20250602,2025,6,June,Jun,2,0,Monday,False,2,Q2,23,2025,FY25-26,3,1
2025-06-03,20250603,2025,6,June,Jun,3,1,Tuesday,False,2,Q2,23,2025,FY25-26,3,1
2025-06-04,20250604,2025,6,June,Jun,4,2,Wednesday,False,2,Q2,23,2025,FY25-26,3,1
2025-06-05,20250605,2025,6,June,Jun,5,3,Thursday,False,2,Q2,23,2025,FY25-26,3,1
2025-06-06,20250606,2025,6,June,Jun,6,4,Friday,False,2,Q2,23,2025,FY25-26,3,1
2025-06-07,20250607,2025,6,June,Jun,7,5,Saturday,True,2,Q2,23,2025,FY25-26,3,1
2025-06-08,20250608,2025,6,June,Jun,8,6,Sunday,True,2,Q2,23,2025,FY25-26,3,1
2025-06-09,20250609,2025,6,June,Jun,9,0,Monday,False,2,Q2,24,2025,FY25-26,3,1
2025-06-10,20250610,2025,6,June,Jun,10,1,Tuesday,False,2,Q2,24,2025,FY25-26,3,1
2025-06-11,20250611,2025,6,June,Jun,11,2,Wednesday,False,2,Q2,24,2025,FY25-26,3,1
2025-06-12,20250612,2025,6,June,Jun,12,3,Thursday,False,2,Q2,24,2025,FY25-26,3,1
2025-06-13,20250613,2025,6,June,Jun,13,4,Friday,False,2,Q2,24,2025,FY25-26,3,1
2025-06-14,20250614,2025,6,June,Jun,14,5,Saturday,True,2,Q2,24,2025,FY25-26,3,1
2025-06-15,20250615,2025,6,June,Jun,15,6,Sunday,True,2,Q2,24,2025,FY25-26,3,1
2025-06-16,20250616,2025,6,June,Jun,16,0,Monday,False,2,Q2,25,2025,FY25-26,3,1
2025-06-17,20250617,2025,6,June,Jun,17,1,Tuesday,False,2,Q2,25,2025,FY25-26,3,1
2025-06-18,20250618,2025,6,June,Jun,18,2,Wednesday,False,2,Q2,25,2025,FY25-26,3,1
2025-06-19,20250619,2025,6,June,Jun,19,3,Thursday,False,2,Q2,25,2025,FY25-26,3,1
2025-06-20,20250620,2025,6,June,Jun,20,4,Friday,False,2,Q2,25,2025,FY25-26,3,1
2025-06-21,20250621,2025,6,June,Jun,21,5,Saturday,True,2,Q2,25,2025,FY25-26,3,1
2025-06-22,20250622,2025,6,June,Jun,22,6,Sunday,True,2,Q2,25,2025,FY25-26,3,1
2025-06-23,20250623,2025,6,June,Jun,23,0,Monday,False,2,Q2,26,2025,FY25-26,3,1
2025-06-24,20250624,2025,6,June,Jun,24,1,Tuesday,False,2,Q2,26,2025,FY25-26,3,1
2025-06-25,20250625,2025,6,June,Jun,25,2,Wednesday,False,2,Q2,26,2025,FY25-26,3,1
2025-06-26,20250626,2025,6,June,Jun,26,3,Thursday,False,2,Q2,26,2025,FY25-26,3,1
2025-06-27,20250627,2025,6,June,Jun,27,4,Friday,False,2,Q2,26,2025,FY25-26,3,1
2025-06-28,20250628,2025,6,June,Jun,28,5,Saturday,True,2,Q2,26,2025,FY25-26,3,1
2025-06-29,20250629,2025,6,June,Jun,29,6,Sunday,True,2,Q2,26,2025,FY25-26,3,1
2025-06-30,20250630,2025,6,June,Jun,30,0,Monday,False,2,Q2,27,2025,FY25-26,3,1
2025-07-01,20250701,2025,7,July,Jul,1,1,Tuesday,False,3,Q3,27,2025,FY25-26,4,2
2025-07-02,20250702,2025,7,July,Jul,2,2,Wednesday,False,3,Q3,27,2025,FY25-26,4,2
2025-07-03,20250703,2025,7,July,Jul,3,3,Thursday,False,3,Q3,27,2025,FY25-26,4,2
2025-07-04,20250704,2025,7,July,Jul,4,4,Friday,False,3,Q3,27,2025,FY25-26,4,2
2025-07-05,20250705,2025,7,July,Jul,5,5,Saturday,True,3,Q3,27,2025,FY25-26,4,2
2025-07-06,20250706,2025,7,July,Jul,6,6,Sunday,True,3,Q3,27,2025,FY25-26,4,2
2025-07-07,20250707,2025,7,July,Jul,7,0,Monday,False,3,Q3,28,2025,FY25-26,4,2
2025-07-08,20250708,2025,7,July,Jul,8,1,Tuesday,False,3,Q3,28,2025,FY25-26,4,2
2025-07-09,20250709,2025,7,July,Jul,9,2,Wednesday,False,3,Q3,28,2025,FY25-26,4,2
2025-07-10,20250710,2025,7,July,Jul,10,3,Thursday,False,3,Q3,28,2025,FY25-26,4,2
2025-07-11,20250711,2025,7,July,Jul,11,4,Friday,False,3,Q3,28,2025,FY25-26,4,2
2025-07-12,20250712,2025,7,July,Jul,12,5,Saturday,True,3,Q3,28,2025,FY25-26,4,2
2025-07-13,20250713,2025,7,July,Jul,13,6,Sunday,True,3,Q3,28,2025,FY25-26,4,2
2025-07-14,20250714,2025,7,July,Jul,14,0,Monday,False,3,Q3,29,2025,FY25-26,4,2
2025-07-15,20250715,2025,7,July,Jul,15,1,Tuesday,False,3,Q3,29,2025,FY25-26,4,2
2025-07-16,20250716,2025,7,July,Jul,16,2,Wednesday,False,3,Q3,29,2025,FY25-26,4,2
2025-07-17,20250717,2025,7,July,Jul,17,3,Thursday,False,3,Q3,29,2025,FY25-26,4,2
2025-07-18,20250718,2025,7,July,Jul,18,4,Friday,False,3,Q3,29,2025,FY25-26,4,2
2025-07-19,20250719,2025,7,July,Jul,19,5,Saturday,True,3,Q3,29,2025,FY25-26,4,2
2025-07-20,20250720,2025,7,July,Jul,20,6,Sunday,True,3,Q3,29,2025,FY25-26,4,2
2025-07-21,20250721,2025,7,July,Jul,21,0,Monday,False,3,Q3,30,2025,FY25-26,4,2
2025-07-22,20250722,2025,7,July,Jul,22,1,Tuesday,False,3,Q3,30,2025,FY25-26,4,2
2025-07-23,20250723,2025,7,July,Jul,23,2,Wednesday,False,3,Q3,30,2025,FY25-26,4,2
2025-07-24,20250724,2025,7,July,Jul,24,3,Thursday,False,3,Q3,30,2025,FY25-26,4,2
2025-07-25,20250725,2025,7,July,Jul,25,4,Friday,False,3,Q3,30,2025,FY25-26,4,2
2025-07-26,20250726,2025,7,July,Jul,26,5,Saturday,True,3,Q3,30,2025,FY25-26,4,2
2025-07-27,20250727,2025,7,July,Jul,27,6,Sunday,True,3,Q3,30,2025,FY25-26,4,2
2025-07-28,20250728,2025,7,July,Jul,28,0,Monday,False,3,Q3,31,2025,FY25-26,4,2
2025-07-29,20250729,2025,7,July,Jul,29,1,Tuesday,False,3,Q3,31,2025,FY25-26,4,2
2025-07-30,20250730,2025,7,July,Jul,30,2,Wednesday,False,3,Q3,31,2025,FY25-26,4,2
2025-07-31,20250731,2025,7,July,Jul,31,3,Thursday,False,3,Q3,31,2025,FY25-26,4,2
2025-08-01,20250801,2025,8,August,Aug,1,4,Friday,False,3,Q3,31,2025,FY25-26,5,2
2025-08-02,20250802,2025,8,August,Aug,2,5,Saturday,True,3,Q3,31,2025,FY25-26,5,2
2025-08-03,20250803,2025,8,August,Aug,3,6,Sunday,True,3,Q3,31,2025,FY25-26,5,2
2025-08-04,20250804,2025,8,August,Aug,4,0,Monday,False,3,Q3,32,2025,FY25-26,5,2
2025-08-05,20250805,2025,8,August,Aug,5,1,Tuesday,False,3,Q3,32,2025,FY25-26,5,2
2025-08-06,20250806,2025,8,August,Aug,6,2,Wednesday,False,3,Q3,32,2025,FY25-26,5,2
2025-08-07,20250807,2025,8,August,Aug,7,3,Thursday,False,3,Q3,32,2025,FY25-26,5,2
2025-08-08,20250808,2025,8,August,Aug,8,4,Friday,False,3,Q3,32,2025,FY25-26,5,2
2025-08-09,20250809,2025,8,August,Aug,9,5,Saturday,True,3,Q3,32,2025,FY25-26,5,2
2025-08-10,20250810,2025,8,August,Aug,10,6,Sunday,True,3,Q3,32,2025,FY25-26,5,2
2025-08-11,20250811,2025,8,August,Aug,11,0,Monday,False,3,Q3,33,2025,FY25-26,5,2
2025-08-12,20250812,2025,8,August,Aug,12,1,Tuesday,False,3,Q3,33,2025,FY25-26,5,2
2025-08-13,20250813,2025,8,August,Aug,13,2,Wednesday,False,3,Q3,33,2025,FY25-26,5,2
2025-08-14,20250814,2025,8,August,Aug,14,3,Thursday,False,3,Q3,33,2025,FY25-26,5,2
2025-08-15,20250815,2025,8,August,Aug,15,4,Friday,False,3,Q3,33,2025,FY25-26,5,2
2025-08-16,20250816,2025,8,August,Aug,16,5,Saturday,True,3,Q3,33,2025,FY25-26,5,2
2025-08-17,20250817,2025,8,August,Aug,17,6,Sunday,True,3,Q3,33,2025,FY25-26,5,2
2025-08-18,20250818,2025,8,August,Aug,18,0,Monday,False,3,Q3,34,2025,FY25-26,5,2
2025-08-19,20250819,2025,8,August,Aug,19,1,Tuesday,False,3,Q3,34,2025,FY25-26,5,2
2025-08-20,20250820,2025,8,August,Aug,20,2,Wednesday,False,3,Q3,34,2025,FY25-26,5,2
2025-08-21,20250821,2025,8,August,Aug,21,3,Thursday,False,3,Q3,34,2025,FY25-26,5,2
2025-08-22,20250822,2025,8,August,Aug,22,4,Friday,False,3,Q3,34,2025,FY25-26,5,2
2025-08-23,20250823,2025,8,August,Aug,23,5,Saturday,True,3,Q3,34,2025,FY25-26,5,2
2025-08-24,20250824,2025,8,August,Aug,24,6,Sunday,True,3,Q3,34,2025,FY25-26,5,2
2025-08-25,20250825,2025,8,August,Aug,25,0,Monday,False,3,Q3,35,2025,FY25-26,5,2
2025-08-26,20250826,2025,8,August,Aug,26,1,Tuesday,False,3,Q3,35,2025,FY25-26,5,2
2025-08-27,20250827,2025,8,August,Aug,27,2,Wednesday,False,3,Q3,35,2025,FY25-26,5,2
2025-08-28,20250828,2025,8,August,Aug,28,3,Thursday,False,3,Q3,35,2025,FY25-26,5,2
2025-08-29,20250829,2025,8,August,Aug,29,4,Friday,False,3,Q3,35,2025,FY25-26,5,2
2025-08-30,20250830,2025,8,August,Aug,30,5,Saturday,True,3,Q3,35,2025,FY25-26,5,2
2025-08-31,20250831,2025,8,August,Aug,31,6,Sunday,True,3,Q3,35,2025,FY25-26,5,2
2025-09-01,20250901,2025,9,September,Sep,1,0,Monday,False,3,Q3,36,2025,FY25-26,6,2
2025-09-02,20250902,2025,9,September,Sep,2,1,Tuesday,False,3,Q3,36,2025,FY25-26,6,2
2025-09-03,20250903,2025,9,September,Sep,3,2,Wednesday,False,3,Q3,36,2025,FY25-26,6,2
2025-09-04,20250904,2025,9,September,Sep,4,3,Thursday,False,3,Q3,36,2025,FY25-26,6,2
2025-09-05,20250905,2025,9,September,Sep,5,4,Friday,False,3,Q3,36,2025,FY25-26,6,2
2025-09-06,20250906,2025,9,September,Sep,6,5,Saturday,True,3,Q3,36,2025,FY25-26,6,2
2025-09-07,20250907,2025,9,September,Sep,7,6,Sunday,True,3,Q3,36,2025,FY25-26,6,2
2025-09-08,20250908,2025,9,September,Sep,8,0,Monday,False,3,Q3,37,2025,FY25-26,6,2
2025-09-09,20250909,2025,9,September,Sep,9,1,Tuesday,False,3,Q3,37,2025,FY25-26,6,2
2025-09-10,20250910,2025,9,September,Sep,10,2,Wednesday,False,3,Q3,37,2025,FY25-26,6,2
2025-09-11,20250911,2025,9,September,Sep,11,3,Thursday,False,3,Q3,37,2025,FY25-26,6,2
2025-09-12,20250912,2025,9,September,Sep,12,4,Friday,False,3,Q3,37,2025,FY25-26,6,2
2025-09-13,20250913,2025,9,September,Sep,13,5,Saturday,True,3,Q3,37,2025,FY25-26,6,2
2025-09-14,20250914,2025,9,September,Sep,14,6,Sunday,True,3,Q3,37,2025,FY25-26,6,2
2025-09-15,20250915,2025,9,September,Sep,15,0,Monday,False,3,Q3,38,2025,FY25-26,6,2
2025-09-16,20250916,2025,9,September,Sep,16,1,Tuesday,False,3,Q3,38,2025,FY25-26,6,2
2025-09-17,20250917,2025,9,September,Sep,17,2,Wednesday,False,3,Q3,38,2025,FY25-26,6,2
2025-09-18,20250918,2025,9,September,Sep,18,3,Thursday,False,3,Q3,38,2025,FY25-26,6,2
2025-09-19,20250919,2025,9,September,Sep,19,4,Friday,False,3,Q3,38,2025,FY25-26,6,2
2025-09-20,20250920,2025,9,September,Sep,20,5,Saturday,True,3,Q3,38,2025,FY25-26,6,2
2025-09-21,20250921,2025,9,September,Sep,21,6,Sunday,True,3,Q3,38,2025,FY25-26,6,2
2025-09-22,20250922,2025,9,September,Sep,22,0,Monday,False,3,Q3,39,2025,FY25-26,6,2
2025-09-23,20250923,2025,9,September,Sep,23,1,Tuesday,False,3,Q3,39,2025,FY25-26,6,2
2025-09-24,20250924,2025,9,September,Sep,24,2,Wednesday,False,3,Q3,39,2025,FY25-26,6,2
2025-09-25,20250925,2025,9,September,Sep,25,3,Thursday,False,3,Q3,39,2025,FY25-26,6,2
2025-09-26,20250926,2025,9,September,Sep,26,4,Friday,False,3,Q3,39,2025,FY25-26,6,2
2025-09-27,20250927,2025,9,September,Sep,27,5,Saturday,True,3,Q3,39,2025,FY25-26,6,2
2025-09-28,20250928,2025,9,September,Sep,28,6,Sunday,True,3,Q3,39,2025,FY25-26,6,2
2025-09-29,20250929,2025,9,September,Sep,29,0,Monday,False,3,Q3,40,2025,FY25-26,6,2
2025-09-30,20250930,2025,9,September,Sep,30,1,Tuesday,False,3,Q3,40,2025,FY25-26,6,2
2025-10-01,20251001,2025,10,October,Oct,1,2,Wednesday,False,4,Q4,40,2025,FY25-26,7,3
2025-10-02,20251002,2025,10,October,Oct,2,3,Thursday,False,4,Q4,40,2025,FY25-26,7,3
2025-10-03,20251003,2025,10,October,Oct,3,4,Friday,False,4,Q4,40,2025,FY25-26,7,3
2025-10-04,20251004,2025,10,October,Oct,4,5,Saturday,True,4,Q4,40,2025,FY25-26,7,3
2025-10-05,20251005,2025,10,October,Oct,5,6,Sunday,True,4,Q4,40,2025,FY25-26,7,3
2025-10-06,20251006,2025,10,October,Oct,6,0,Monday,False,4,Q4,41,2025,FY25-26,7,3
2025-10-07,20251007,2025,10,October,Oct,7,1,Tuesday,False,4,Q4,41,2025,FY25-26,7,3
2025-10-08,20251008,2025,10,October,Oct,8,2,Wednesday,False,4,Q4,41,2025,FY25-26,7,3
2025-10-09,20251009,2025,10,October,Oct,9,3,Thursday,False,4,Q4,41,2025,FY25-26,7,3
2025-10-10,20251010,2025,10,October,Oct,10,4,Friday,False,4,Q4,41,2025,FY25-26,7,3
